"Class","Ticket","Date","Tree","FixVersion","OpenVersion","PredictedIV"
"AuthHandler.java","BOOKKEEPER-1018","2017-04-15 13:58","tree 1d15e074d0f635977af77c2774995e14f9b6ea19 ------","12","4","5.804710188168815"
"ClientConfiguration.java","BOOKKEEPER-1018","2017-04-15 13:58","tree 1d15e074d0f635977af77c2774995e14f9b6ea19 ------","12","4","5.804710188168815"
"PerChannelBookieClient.java","BOOKKEEPER-1018","2017-04-15 13:58","tree 1d15e074d0f635977af77c2774995e14f9b6ea19 ------","12","4","5.804710188168815"
"LedgerHandle.java","BOOKKEEPER-1013","2017-03-23 15:55","tree 90f35e46a2149d9d3b55fd96d78d6c3974531b94 ------","12","4","5.804710188168815"
"CheckpointSourceList.java","BOOKKEEPER-1013","2017-03-23 15:55","tree 90f35e46a2149d9d3b55fd96d78d6c3974531b94 ------","12","4","5.804710188168815"
"FileInfo.java","BOOKKEEPER-1013","2017-03-23 15:55","tree 90f35e46a2149d9d3b55fd96d78d6c3974531b94 ------","12","4","5.804710188168815"
"ReadOnlyLedgerHandle.java","BOOKKEEPER-1013","2017-03-23 15:55","tree 90f35e46a2149d9d3b55fd96d78d6c3974531b94 ------","12","4","5.804710188168815"
"TestRackawareEnsemblePlacementPolicyUsingScript.java","BOOKKEEPER-988","2016-12-20 22:43","tree e96269aee28ffda779806a6dd8aa23070c1e7450 ------","12","4","5.804710188168815"
"LedgerCacheTest.java","BOOKKEEPER-986","2016-12-21 01:48","tree 1868d413d75da93b57ad48616ef10b6956012f43 ------","12","4","5.804710188168815"
"SortedLedgerStorage.java","BOOKKEEPER-986","2016-12-21 01:48","tree 1868d413d75da93b57ad48616ef10b6956012f43 ------","12","4","5.804710188168815"
"EntryMemTable.java","BOOKKEEPER-986","2016-12-21 01:48","tree 1868d413d75da93b57ad48616ef10b6956012f43 ------","12","4","5.804710188168815"
"BookieClientTest.java","BOOKKEEPER-984","2016-12-17 02:39","tree 61c8d26464b57d1652d6cf01dfc8fd6541dfdcbd ------","12","4","5.804710188168815"
"ZeroBuffer.java","BOOKKEEPER-958","2016-11-09 08:49","tree b4da82094d9f1dca6d7211d79f5ac79728052be1 ------","12","4","5.804710188168815"
"BookKeeperAdmin.java","BOOKKEEPER-955","2016-11-30 00:07","tree 2ade7f100256f3f3881ae33f61a0979c949ed104 ------","12","4","5.804710188168815"
"RegionAwareEnsemblePlacementPolicy.java","BOOKKEEPER-952","2016-10-20 19:38","tree f51f61912b9c841f0fe35a7ac4e798d3aed13c92 ------","12","4","5.804710188168815"
"NoSystemPropertiesConfigurationTest.java","BOOKKEEPER-933","2016-07-31 07:53","tree ea2027b7d436abdaff6a04e5dae302244b20ea8f ------","12","4","5.804710188168815"
"ConfigurationTest.java","BOOKKEEPER-933","2016-07-31 07:53","tree ea2027b7d436abdaff6a04e5dae302244b20ea8f ------","12","4","5.804710188168815"
"AbstractConfiguration.java","BOOKKEEPER-933","2016-07-31 07:53","tree ea2027b7d436abdaff6a04e5dae302244b20ea8f ------","12","4","5.804710188168815"
"SystemPropertiesConfigurationTest.java","BOOKKEEPER-933","2016-07-31 07:53","tree ea2027b7d436abdaff6a04e5dae302244b20ea8f ------","12","4","5.804710188168815"
"HexDumpEntryFormatter.java","BOOKKEEPER-907","2017-01-30 21:31","tree d162bd4ff07971824f8f2a3e3b893f9f6288f063 ------","12","4","5.804710188168815"
"BookieShell.java","BOOKKEEPER-907","2017-01-30 21:31","tree d162bd4ff07971824f8f2a3e3b893f9f6288f063 ------","12","4","5.804710188168815"
"BookKeeperAdmin.java","BOOKKEEPER-903","2016-11-09 03:05","tree 50f8944b496fe2c1748a27a92fa562ba81ff8f48 ------","12","4","5.804710188168815"
"Cookie.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"UpdateCookieCmdTest.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"CheckpointSourceList.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"FileSystemUpgrade.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"ServerConfiguration.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"Journal.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"CompactionTest.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"BookieAccessor.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"BookieShell.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
"Bookie.java","BOOKKEEPER-1009","2017-03-22 22:54","tree b46bb727e85f81e419601c34543565257135dae8 ------","14","4","6.255887735211019"
